final_summary,audience,example,person,ground_truth,word_count,character_count,rouge,bleu,bleurt,ter
"The investigation began with the user looking into documents related to the delivery of textbooks in Dubai on April 16th, which involved two individuals named Kaya and Baltasar. The user found another document that revealed a conversation in Kurmanji between a school representative in Aleppo, Syria, and a contact in Antalya, Turkey, discussing the need for textbooks. The user connected the documents and noted that Baltasar is a suspicious textbook salesman. The user also found a conversation between two individuals in Turkey and Syria discussing the shipment of textbooks with a budget of no more than 120,000 lira. The user connected the documents and noted that the Professor is in charge of the operation of getting textbooks.As the investigation progressed, the user found documents related to arms dealing, illegal possession of arms, and missing firearms. The user speculated about the involvement of different individuals and organizations in the arms deals. The user found an intercepted email from Dr. George Ngoki to Mikhail Dombrovski containing bank information related to a contract payment owed to Ngoki's company since April 1999. The user also found documents related to the conflict in northern Yemen and the violation of children's basic rights. The user connected the documents and speculated about the illegal arsenal.The user also investigated a Nigerian scam involving the transfer of $30.6 million in overdue payment bills. The user found intercepted emails discussing a coded account at the Central Bank of Nigeria containing $30,600,000.00. The user searched for Funsho Kapolalum and found documents related to the Nigerian Department of Minerals & Energy. The user also searched for George and found a document about a meeting in Dubai on April 17th. The user connected the documents and speculated about the involvement of different individuals and organizations in the scam.Throughout the investigation, the user found intercepted phone calls and emails discussing the need for cash to pay for books and the possibility of picking up the money at a bank in the United Arab Emirates. The user also found documents related to Rosoboronexport, a Russian state arms exporter, planning to increase its weapon sales in the Asia-Pacific region by seeking new customers at the Langkawi International Maritime and Aerospace exhibition in Malaysia. The user connected the documents and speculated about the involvement of different individuals and organizations in the arms deals.The investigation also revealed documents related to the seizure of the MV Tanya by pirates off the coast of Somalia, carrying over 30 Soviet-type TOS-1 multiple rocket launcher vehicles and other military supplies. The user found documents related to the captain of the MV Tanya, who was reported dead due to an unfortunate accident. The user connected the documents and speculated about the illegal arsenal.Overall, the investigation uncovered a complex web of individuals and organizations involved in arms dealing, illegal possession of arms, missing firearms, and fraudulent schemes. The user's findings suggest that there may be a connection between the textbook delivery operation and the arms deals, and that multiple individuals and organizations may be involved in both. The investigation is ongoing, and the user's findings are subject to further analysis and verification.",peer,none,3,manual,518,2782,0.069381599,0,-0.906784356,96.36711281
"The investigation began with the user looking into documents related to the delivery of textbooks in Dubai on April 16th, which involved two individuals named Kaya and Baltasar. The user found another document that revealed a conversation in Kurmanji between a school representative in Aleppo, Syria, and a contact in Antalya, Turkey, discussing the need for textbooks. The user connected the documents and noted that Baltasar is a suspicious textbook salesman. The user also found a conversation between two individuals in Turkey and Syria discussing the shipment of textbooks with a budget of no more than 120,000 lira. The user connected the documents and noted that the Professor is in charge of the operation of getting textbooks.As the investigation progressed, the user found documents related to arms dealing, illegal possession of arms, and missing firearms. The user speculated about the involvement of different individuals and organizations in the arms deals. The user found an intercepted email from Dr. George Ngoki to Mikhail Dombrovski containing bank information related to a contract payment owed to Ngoki's company since April 1999. The user also found documents related to the conflict in northern Yemen and the violation of children's basic rights. The user connected the documents and speculated about the illegal arsenal.The user also investigated a Nigerian scam involving the transfer of $30.6 million in overdue payment bills. The user found intercepted emails discussing a coded account at the Central Bank of Nigeria containing $30,600,000.00. The user searched for Funsho Kapolalum and found documents related to the Nigerian Department of Minerals & Energy. The user also searched for George and found a document about a meeting in Dubai on April 17th. The user connected the documents and speculated about the involvement of different individuals and organizations in the scam.Throughout the investigation, the user found intercepted phone calls and emails discussing the need for cash to pay for books and the possibility of picking up the money at a bank in the United Arab Emirates. The user also found documents related to Rosoboronexport, a Russian state arms exporter, planning to increase its weapon sales in the Asia-Pacific region by seeking new customers at the Langkawi International Maritime and Aerospace exhibition in Malaysia. The user connected the documents and speculated about the involvement of different individuals and organizations in the arms deals.The investigation also revealed documents related to the seizure of the MV Tanya by pirates off the coast of Somalia, carrying over 30 Soviet-type TOS-1 multiple rocket launcher vehicles and other military supplies. The user found documents related to the captain of the MV Tanya, who was reported dead due to an unfortunate accident. The user connected the documents and speculated about the illegal arsenal.Overall, the investigation uncovered a complex web of individuals and organizations involved in arms dealing, illegal possession of arms, missing firearms, and fraudulent schemes. The user's findings suggest that there may be a connection between the textbook delivery operation and the arms deals, and that multiple individuals and organizations may be involved in both. The investigation is ongoing, and the user's findings are subject to further analysis and verification.",peer,none,3,baseline,518,2782,0.298716453,0.181435709,-0.411292017,82.98279159
"The investigation began with the user looking into documents related to the delivery of textbooks in Dubai on April 16th, which involved two individuals named Kaya and Baltasar. The user found another document that revealed a conversation in Kurmanji between a school representative in Aleppo, Syria, and a contact in Antalya, Turkey, discussing the need for textbooks. The user connected the documents and noted that Baltasar is a suspicious textbook salesman. The user also found a conversation between two individuals in Turkey and Syria discussing the shipment of textbooks with a budget of no more than 120,000 lira. The user connected the documents and noted that the Professor is in charge of the operation of getting textbooks.As the investigation progressed, the user found documents related to arms dealing, illegal possession of arms, and missing firearms. The user speculated about the involvement of different individuals and organizations in the arms deals. The user found an intercepted email from Dr. George Ngoki to Mikhail Dombrovski containing bank information related to a contract payment owed to Ngoki's company since April 1999. The user also found documents related to the conflict in northern Yemen and the violation of children's basic rights. The user connected the documents and speculated about the illegal arsenal.The user also investigated a Nigerian scam involving the transfer of $30.6 million in overdue payment bills. The user found intercepted emails discussing a coded account at the Central Bank of Nigeria containing $30,600,000.00. The user searched for Funsho Kapolalum and found documents related to the Nigerian Department of Minerals & Energy. The user also searched for George and found a document about a meeting in Dubai on April 17th. The user connected the documents and speculated about the involvement of different individuals and organizations in the scam.Throughout the investigation, the user found intercepted phone calls and emails discussing the need for cash to pay for books and the possibility of picking up the money at a bank in the United Arab Emirates. The user also found documents related to Rosoboronexport, a Russian state arms exporter, planning to increase its weapon sales in the Asia-Pacific region by seeking new customers at the Langkawi International Maritime and Aerospace exhibition in Malaysia. The user connected the documents and speculated about the involvement of different individuals and organizations in the arms deals.The investigation also revealed documents related to the seizure of the MV Tanya by pirates off the coast of Somalia, carrying over 30 Soviet-type TOS-1 multiple rocket launcher vehicles and other military supplies. The user found documents related to the captain of the MV Tanya, who was reported dead due to an unfortunate accident. The user connected the documents and speculated about the illegal arsenal.Overall, the investigation uncovered a complex web of individuals and organizations involved in arms dealing, illegal possession of arms, missing firearms, and fraudulent schemes. The user's findings suggest that there may be a connection between the textbook delivery operation and the arms deals, and that multiple individuals and organizations may be involved in both. The investigation is ongoing, and the user's findings are subject to further analysis and verification.",peer,none,3,additional,518,2782,0.228646518,0.079054747,-0.503447652,87.57170172
"This session focused on a wide range of topics related to the intelligence domain, including arms dealing, money laundering, illegal possession of arms, piracy, and a Nigerian scam. The user engaged in extensive document reading, note-taking, and document connecting. The user searched for and read documents related to several named entities, including Kaya, Baltasar, Saleh Ahmed, Borodinski, Boonmee Khemkhaeng, Nicolai, Akram Basra, Muhammad Kasem, Dr. George Ngoki, Funsho Kapolalum, Jhon, Tomsky, Onyango, Otieno, Owiti, Jorge, and Mikhail Dombrovski. The user also searched for and read documents related to several locations, including Dubai, Moscow, Antalya, Aleppo, Syria, Sana'a, Kenya, Bangkok, and Venezuela. The user focused on several important topics, including textbooks, delivery, Dubai, travel arrangements, hotel, school textbooks, students, salesmen, professors, farming equipment, reunion celebration, rocket launcher vehicles, military supplies, pirates, cash, books, missing firearms, and contract payment. The user also connected documents and added notes to their investigation. The user's opinions and theories were not explicitly stated in the interaction logs. The user ran a total of 45 searches, which is less than the average for this type of sensemaking task. Overall, the user's engagement and accuracy in the investigation were high, and they demonstrated a thorough understanding of the complex issues involved in the intelligence domain.",peer,manual_example,3,manual,207,1198,0.170588235,0,-0.614366233,89.85507246
"This session focused on a wide range of topics related to the intelligence domain, including arms dealing, money laundering, illegal possession of arms, piracy, and a Nigerian scam. The user engaged in extensive document reading, note-taking, and document connecting. The user searched for and read documents related to several named entities, including Kaya, Baltasar, Saleh Ahmed, Borodinski, Boonmee Khemkhaeng, Nicolai, Akram Basra, Muhammad Kasem, Dr. George Ngoki, Funsho Kapolalum, Jhon, Tomsky, Onyango, Otieno, Owiti, Jorge, and Mikhail Dombrovski. The user also searched for and read documents related to several locations, including Dubai, Moscow, Antalya, Aleppo, Syria, Sana'a, Kenya, Bangkok, and Venezuela. The user focused on several important topics, including textbooks, delivery, Dubai, travel arrangements, hotel, school textbooks, students, salesmen, professors, farming equipment, reunion celebration, rocket launcher vehicles, military supplies, pirates, cash, books, missing firearms, and contract payment. The user also connected documents and added notes to their investigation. The user's opinions and theories were not explicitly stated in the interaction logs. The user ran a total of 45 searches, which is less than the average for this type of sensemaking task. Overall, the user's engagement and accuracy in the investigation were high, and they demonstrated a thorough understanding of the complex issues involved in the intelligence domain.",peer,manual_example,3,baseline,207,1198,0.205992509,0.127579868,-0.337849289,133.3333333
"This session focused on a wide range of topics related to the intelligence domain, including arms dealing, money laundering, illegal possession of arms, piracy, and a Nigerian scam. The user engaged in extensive document reading, note-taking, and document connecting. The user searched for and read documents related to several named entities, including Kaya, Baltasar, Saleh Ahmed, Borodinski, Boonmee Khemkhaeng, Nicolai, Akram Basra, Muhammad Kasem, Dr. George Ngoki, Funsho Kapolalum, Jhon, Tomsky, Onyango, Otieno, Owiti, Jorge, and Mikhail Dombrovski. The user also searched for and read documents related to several locations, including Dubai, Moscow, Antalya, Aleppo, Syria, Sana'a, Kenya, Bangkok, and Venezuela. The user focused on several important topics, including textbooks, delivery, Dubai, travel arrangements, hotel, school textbooks, students, salesmen, professors, farming equipment, reunion celebration, rocket launcher vehicles, military supplies, pirates, cash, books, missing firearms, and contract payment. The user also connected documents and added notes to their investigation. The user's opinions and theories were not explicitly stated in the interaction logs. The user ran a total of 45 searches, which is less than the average for this type of sensemaking task. Overall, the user's engagement and accuracy in the investigation were high, and they demonstrated a thorough understanding of the complex issues involved in the intelligence domain.",peer,manual_example,3,additional,207,1198,0.219178082,0.109618692,-0.189089149,95.65217391
"This session focused primarily on investigating arms dealing, money laundering, and illegal possession of arms. The user read documents related to these topics and identified several suspicious individuals, including Saleh Ahmed, Leonid Minsky, Akram Basra, and Funsho Kapolalum. The user also found intercepted emails and phone calls related to wire transfers, procurement of supplies, and upcoming events in Dubai. The user read about the Langkawi International Maritime and Aerospace exhibition in Malaysia and the increase in weapon sales by Russia's state arms exporter, Rosoboronexport, in the Asia-Pacific region. The user also read about the MV Tanya, seized by pirates off the coast of Somalia, carrying over 30 Soviet-type TOS-1 multiple rocket launcher vehicles and other military supplies. The user searched for several individuals and connected different arms dealing accounts. The user also read about a Nigerian scam and illegal possession of arms in Kenya and Pakistan. The user found documents related to health issues and farming equipment. The user read about Yemen's easy access to weapons and Saudi Arabia allowing the sale of personal firearms, which could lead to an increase in violent incidents. The user also found documents related to prostitution and a civil disturbance in Karachi. The user searched for January 2009 and found a document about Kenya being named as the middleman for weapons shipments to Southern Sudan government forces, in violation of a peace agreement supported by the United States. The user also found an intercepted conversation between two pre-paid cell phone callers in Venezuela and Colombia suggesting the exchange of a birthday present. The user read about a Russian cargo plane landing in Bangkok after departing North Korea, with the crew detained by Thai authorities. The user found intercepted emails from Mikhail Dombrovski to Dr. George discussing a transaction to take place at an upcoming meeting on April 15. The user searched for Mikhail and read another document related to him.",peer,masked_manual_example,3,manual,316,1685,0.106430155,0.013012106,-0.945226073,93.35443038
"This session focused primarily on investigating arms dealing, money laundering, and illegal possession of arms. The user read documents related to these topics and identified several suspicious individuals, including Saleh Ahmed, Leonid Minsky, Akram Basra, and Funsho Kapolalum. The user also found intercepted emails and phone calls related to wire transfers, procurement of supplies, and upcoming events in Dubai. The user read about the Langkawi International Maritime and Aerospace exhibition in Malaysia and the increase in weapon sales by Russia's state arms exporter, Rosoboronexport, in the Asia-Pacific region. The user also read about the MV Tanya, seized by pirates off the coast of Somalia, carrying over 30 Soviet-type TOS-1 multiple rocket launcher vehicles and other military supplies. The user searched for several individuals and connected different arms dealing accounts. The user also read about a Nigerian scam and illegal possession of arms in Kenya and Pakistan. The user found documents related to health issues and farming equipment. The user read about Yemen's easy access to weapons and Saudi Arabia allowing the sale of personal firearms, which could lead to an increase in violent incidents. The user also found documents related to prostitution and a civil disturbance in Karachi. The user searched for January 2009 and found a document about Kenya being named as the middleman for weapons shipments to Southern Sudan government forces, in violation of a peace agreement supported by the United States. The user also found an intercepted conversation between two pre-paid cell phone callers in Venezuela and Colombia suggesting the exchange of a birthday present. The user read about a Russian cargo plane landing in Bangkok after departing North Korea, with the crew detained by Thai authorities. The user found intercepted emails from Mikhail Dombrovski to Dr. George discussing a transaction to take place at an upcoming meeting on April 15. The user searched for Mikhail and read another document related to him.",peer,masked_manual_example,3,baseline,316,1685,0.24496124,0.140011278,-0.279702514,91.13924051
"This session focused primarily on investigating arms dealing, money laundering, and illegal possession of arms. The user read documents related to these topics and identified several suspicious individuals, including Saleh Ahmed, Leonid Minsky, Akram Basra, and Funsho Kapolalum. The user also found intercepted emails and phone calls related to wire transfers, procurement of supplies, and upcoming events in Dubai. The user read about the Langkawi International Maritime and Aerospace exhibition in Malaysia and the increase in weapon sales by Russia's state arms exporter, Rosoboronexport, in the Asia-Pacific region. The user also read about the MV Tanya, seized by pirates off the coast of Somalia, carrying over 30 Soviet-type TOS-1 multiple rocket launcher vehicles and other military supplies. The user searched for several individuals and connected different arms dealing accounts. The user also read about a Nigerian scam and illegal possession of arms in Kenya and Pakistan. The user found documents related to health issues and farming equipment. The user read about Yemen's easy access to weapons and Saudi Arabia allowing the sale of personal firearms, which could lead to an increase in violent incidents. The user also found documents related to prostitution and a civil disturbance in Karachi. The user searched for January 2009 and found a document about Kenya being named as the middleman for weapons shipments to Southern Sudan government forces, in violation of a peace agreement supported by the United States. The user also found an intercepted conversation between two pre-paid cell phone callers in Venezuela and Colombia suggesting the exchange of a birthday present. The user read about a Russian cargo plane landing in Bangkok after departing North Korea, with the crew detained by Thai authorities. The user found intercepted emails from Mikhail Dombrovski to Dr. George discussing a transaction to take place at an upcoming meeting on April 15. The user searched for Mikhail and read another document related to him.",peer,masked_manual_example,3,additional,316,1685,0.324225865,0.221646418,-0.13244912,85.44303797
"They focused on several main topics in this analysis session, exploring a wide range of documents related to arms dealing, money laundering, fraud, and international crime. The user started by hovering over several documents related to arms dealing and reading two of them, which revealed plans for the delivery of textbooks in Dubai and a conversation in Kurmanji between a school representative in Aleppo, Syria, and a contact in Antalya, Turkey. The user then read documents related to Saleh Ahmed, a suspicious gun dealer who may be using textbooks as a code for guns, and found documents related to the easy access to weapons in Yemen and the proposal to criminalize unlicensed weapons. The user also read about a conversation between Arkadi Borodinski and Boonmee Khemkhaeng discussing an arms exhibition in Dubai on April 17, but there is no known arms exhibition scheduled on that date.Throughout the session, the user conducted several searches, including for Baltasar, Minsky, Kasem, Funsho Kapolalum, George, and Tanya. The user found documents related to Rosoboronexport, a Russian state arms exporter, planning to increase weapon sales in the Asia-Pacific region, and the arrest of five individuals in connection with a civil disturbance at Galaxy Apartments in Lyari Town, Karachi. The user also found documents related to the MV Tanya, seized by pirates off the coast of Somalia, carrying over 30 Soviet-type TOS-1 multiple rocket launcher vehicles and other military supplies.The user found intercepted emails and phone calls related to wire transfer plans, farming equipment, and personal fund transfer for mutual investment. The user also found documents related to the death of the captain of the MV Tanya due to an unfortunate accident and Tolah Raleigh, owner of Sampan Enterprises Ltd., pleading guilty to attempting to sell military equipment to a contact in Yemen without a license.Overall, the user conducted a thorough investigation, focusing on a wide range of topics and conducting several searches throughout the session. The topics that received the most attention were arms dealing, money laundering, fraud, and international crime. The user's opinions and theories were not explicitly stated, but their notes and searches suggest a high level of engagement and accuracy in the investigation.",peer,masked_template,3,manual,361,1907,0.100603622,0,-0.909656644,94.50549451
"They focused on several main topics in this analysis session, exploring a wide range of documents related to arms dealing, money laundering, fraud, and international crime. The user started by hovering over several documents related to arms dealing and reading two of them, which revealed plans for the delivery of textbooks in Dubai and a conversation in Kurmanji between a school representative in Aleppo, Syria, and a contact in Antalya, Turkey. The user then read documents related to Saleh Ahmed, a suspicious gun dealer who may be using textbooks as a code for guns, and found documents related to the easy access to weapons in Yemen and the proposal to criminalize unlicensed weapons. The user also read about a conversation between Arkadi Borodinski and Boonmee Khemkhaeng discussing an arms exhibition in Dubai on April 17, but there is no known arms exhibition scheduled on that date.Throughout the session, the user conducted several searches, including for Baltasar, Minsky, Kasem, Funsho Kapolalum, George, and Tanya. The user found documents related to Rosoboronexport, a Russian state arms exporter, planning to increase weapon sales in the Asia-Pacific region, and the arrest of five individuals in connection with a civil disturbance at Galaxy Apartments in Lyari Town, Karachi. The user also found documents related to the MV Tanya, seized by pirates off the coast of Somalia, carrying over 30 Soviet-type TOS-1 multiple rocket launcher vehicles and other military supplies.The user found intercepted emails and phone calls related to wire transfer plans, farming equipment, and personal fund transfer for mutual investment. The user also found documents related to the death of the captain of the MV Tanya due to an unfortunate accident and Tolah Raleigh, owner of Sampan Enterprises Ltd., pleading guilty to attempting to sell military equipment to a contact in Yemen without a license.Overall, the user conducted a thorough investigation, focusing on a wide range of topics and conducting several searches throughout the session. The topics that received the most attention were arms dealing, money laundering, fraud, and international crime. The user's opinions and theories were not explicitly stated, but their notes and searches suggest a high level of engagement and accuracy in the investigation.",peer,masked_template,3,baseline,361,1907,0.214182344,0.139320683,-0.494930625,87.08791209
"They focused on several main topics in this analysis session, exploring a wide range of documents related to arms dealing, money laundering, fraud, and international crime. The user started by hovering over several documents related to arms dealing and reading two of them, which revealed plans for the delivery of textbooks in Dubai and a conversation in Kurmanji between a school representative in Aleppo, Syria, and a contact in Antalya, Turkey. The user then read documents related to Saleh Ahmed, a suspicious gun dealer who may be using textbooks as a code for guns, and found documents related to the easy access to weapons in Yemen and the proposal to criminalize unlicensed weapons. The user also read about a conversation between Arkadi Borodinski and Boonmee Khemkhaeng discussing an arms exhibition in Dubai on April 17, but there is no known arms exhibition scheduled on that date.Throughout the session, the user conducted several searches, including for Baltasar, Minsky, Kasem, Funsho Kapolalum, George, and Tanya. The user found documents related to Rosoboronexport, a Russian state arms exporter, planning to increase weapon sales in the Asia-Pacific region, and the arrest of five individuals in connection with a civil disturbance at Galaxy Apartments in Lyari Town, Karachi. The user also found documents related to the MV Tanya, seized by pirates off the coast of Somalia, carrying over 30 Soviet-type TOS-1 multiple rocket launcher vehicles and other military supplies.The user found intercepted emails and phone calls related to wire transfer plans, farming equipment, and personal fund transfer for mutual investment. The user also found documents related to the death of the captain of the MV Tanya due to an unfortunate accident and Tolah Raleigh, owner of Sampan Enterprises Ltd., pleading guilty to attempting to sell military equipment to a contact in Yemen without a license.Overall, the user conducted a thorough investigation, focusing on a wide range of topics and conducting several searches throughout the session. The topics that received the most attention were arms dealing, money laundering, fraud, and international crime. The user's opinions and theories were not explicitly stated, but their notes and searches suggest a high level of engagement and accuracy in the investigation.",peer,masked_template,3,additional,361,1907,0.285714286,0.124228946,-0.231158301,83.79120879
"The user investigated a range of documents related to arms dealing, piracy, Nigerian scams, and illegal possession of arms. The investigation revealed plans for the delivery of textbooks and travel arrangements for a meeting at the Burj Al Arab in Dubai. The user identified Saleh Ahmed as a notorious gun dealer who supplies rebels and exports guns to Saudi Arabia. The user also found a document revealing that Saudi Arabia has allowed the sale of personal firearms to combat the illegal arms trade in the country. The investigation also revealed multiple documents related to international crime and arms dealing, including a prominent international gun smuggler, Leonid Minsky, who was raided by police in his hotel room in Soncino, Italy in 2009. The user also read documents related to the missing firearms and ammunition from the MP armoury in Kenya, with suspicions that senior staff at the Ministry Police Training College were involved. The user also read documents related to the acquittal of suspects of illegal possession and smuggling of arms and ammunition due to insufficient evidence against them. The investigation also revealed intercepted emails discussing a Nigerian scam involving the transfer of $30.6 million in overdue payment bills. The user searched for named entities such as the Nigerian Department of Minerals & Energy, foreign contracting firm, Ministry of Finance, and Central Bank of Nigeria. The user also read documents related to fighting in northern Yemen and the situation of refugees. The user also read documents related to piracy and the capture of the MV Tanya by Somali pirates, carrying over 30 Soviet-type TOS-1 multiple rocket launcher vehicles and other military supplies. The user searched for events in late 2009 and read an intercepted call between two individuals in Turkey discussing the need for cash to pay for books and the possibility of picking up the money at a bank in the United Arab Emirates. The user also read an intercepted phone call from Antalya, Turkey to Sarajevo, Bosnia, discussing the purchase of farming equipment, shipment, and payment, which will take place in Dubai. The investigation also revealed a Russian cargo plane landing in Bangkok after departing North Korea and the intercepted email from Mikhail Dombrovski to Dr. George discussing a transaction to take place at an upcoming meeting on April 15. Overall, the investigation involved a significant amount of work and revealed a complex network of individuals and organizations involved in arms dealing, piracy, and Nigerian scams. The investigation also revealed connections between events and individuals across different regions and countries.",manager,none,3,manual,421,2200,0.079710145,0,-0.998201847,95.48693587
"The user investigated a range of documents related to arms dealing, piracy, Nigerian scams, and illegal possession of arms. The investigation revealed plans for the delivery of textbooks and travel arrangements for a meeting at the Burj Al Arab in Dubai. The user identified Saleh Ahmed as a notorious gun dealer who supplies rebels and exports guns to Saudi Arabia. The user also found a document revealing that Saudi Arabia has allowed the sale of personal firearms to combat the illegal arms trade in the country. The investigation also revealed multiple documents related to international crime and arms dealing, including a prominent international gun smuggler, Leonid Minsky, who was raided by police in his hotel room in Soncino, Italy in 2009. The user also read documents related to the missing firearms and ammunition from the MP armoury in Kenya, with suspicions that senior staff at the Ministry Police Training College were involved. The user also read documents related to the acquittal of suspects of illegal possession and smuggling of arms and ammunition due to insufficient evidence against them. The investigation also revealed intercepted emails discussing a Nigerian scam involving the transfer of $30.6 million in overdue payment bills. The user searched for named entities such as the Nigerian Department of Minerals & Energy, foreign contracting firm, Ministry of Finance, and Central Bank of Nigeria. The user also read documents related to fighting in northern Yemen and the situation of refugees. The user also read documents related to piracy and the capture of the MV Tanya by Somali pirates, carrying over 30 Soviet-type TOS-1 multiple rocket launcher vehicles and other military supplies. The user searched for events in late 2009 and read an intercepted call between two individuals in Turkey discussing the need for cash to pay for books and the possibility of picking up the money at a bank in the United Arab Emirates. The user also read an intercepted phone call from Antalya, Turkey to Sarajevo, Bosnia, discussing the purchase of farming equipment, shipment, and payment, which will take place in Dubai. The investigation also revealed a Russian cargo plane landing in Bangkok after departing North Korea and the intercepted email from Mikhail Dombrovski to Dr. George discussing a transaction to take place at an upcoming meeting on April 15. Overall, the investigation involved a significant amount of work and revealed a complex network of individuals and organizations involved in arms dealing, piracy, and Nigerian scams. The investigation also revealed connections between events and individuals across different regions and countries.",manager,none,3,baseline,421,2200,0.340482574,0.25828349,-0.262638241,84.08551069
"The user investigated a range of documents related to arms dealing, piracy, Nigerian scams, and illegal possession of arms. The investigation revealed plans for the delivery of textbooks and travel arrangements for a meeting at the Burj Al Arab in Dubai. The user identified Saleh Ahmed as a notorious gun dealer who supplies rebels and exports guns to Saudi Arabia. The user also found a document revealing that Saudi Arabia has allowed the sale of personal firearms to combat the illegal arms trade in the country. The investigation also revealed multiple documents related to international crime and arms dealing, including a prominent international gun smuggler, Leonid Minsky, who was raided by police in his hotel room in Soncino, Italy in 2009. The user also read documents related to the missing firearms and ammunition from the MP armoury in Kenya, with suspicions that senior staff at the Ministry Police Training College were involved. The user also read documents related to the acquittal of suspects of illegal possession and smuggling of arms and ammunition due to insufficient evidence against them. The investigation also revealed intercepted emails discussing a Nigerian scam involving the transfer of $30.6 million in overdue payment bills. The user searched for named entities such as the Nigerian Department of Minerals & Energy, foreign contracting firm, Ministry of Finance, and Central Bank of Nigeria. The user also read documents related to fighting in northern Yemen and the situation of refugees. The user also read documents related to piracy and the capture of the MV Tanya by Somali pirates, carrying over 30 Soviet-type TOS-1 multiple rocket launcher vehicles and other military supplies. The user searched for events in late 2009 and read an intercepted call between two individuals in Turkey discussing the need for cash to pay for books and the possibility of picking up the money at a bank in the United Arab Emirates. The user also read an intercepted phone call from Antalya, Turkey to Sarajevo, Bosnia, discussing the purchase of farming equipment, shipment, and payment, which will take place in Dubai. The investigation also revealed a Russian cargo plane landing in Bangkok after departing North Korea and the intercepted email from Mikhail Dombrovski to Dr. George discussing a transaction to take place at an upcoming meeting on April 15. Overall, the investigation involved a significant amount of work and revealed a complex network of individuals and organizations involved in arms dealing, piracy, and Nigerian scams. The investigation also revealed connections between events and individuals across different regions and countries.",manager,none,3,additional,421,2200,0.326153846,0.175574743,-0.319095254,86.4608076
"This investigation session focused on arms dealing, fraud, and international crime. The user searched for people and events related to the Middle East, with Dubai being the most common country returned to. The session lasted for an hour and 23 minutes, with most documents receiving less than 1 minute of attention. The user came across many characters, but it is hard to determine who was followed most diligently. Mikhail Dombrovski and Saleh Ahmed were most frequently inspected. The user ran 45 searches, less than average for this sensemaking task. The investigation covered a wide range of topics, including the delivery of textbooks, arms dealing, fraud, and international crime. The user found intercepted phone calls and emails discussing transactions, wire transfers, and the purchase of farming equipment. The investigation also revealed information about the capture of the MV Tanya by Somali pirates, the busting of a network of terrorists belonging to the banned militant outfit Lashkar-e-Jhangvi, and the acquittal of individuals charged with illegal possession and smuggling of arms and ammunition. The investigation was thorough and covered a lot of ground, but it is unclear if any actionable intelligence was gained.",manager,manual_example,3,manual,190,1014,0.417445483,0.221237566,-0.387069404,86.84210526
"This investigation session focused on arms dealing, fraud, and international crime. The user searched for people and events related to the Middle East, with Dubai being the most common country returned to. The session lasted for an hour and 23 minutes, with most documents receiving less than 1 minute of attention. The user came across many characters, but it is hard to determine who was followed most diligently. Mikhail Dombrovski and Saleh Ahmed were most frequently inspected. The user ran 45 searches, less than average for this sensemaking task. The investigation covered a wide range of topics, including the delivery of textbooks, arms dealing, fraud, and international crime. The user found intercepted phone calls and emails discussing transactions, wire transfers, and the purchase of farming equipment. The investigation also revealed information about the capture of the MV Tanya by Somali pirates, the busting of a network of terrorists belonging to the banned militant outfit Lashkar-e-Jhangvi, and the acquittal of individuals charged with illegal possession and smuggling of arms and ammunition. The investigation was thorough and covered a lot of ground, but it is unclear if any actionable intelligence was gained.",manager,manual_example,3,baseline,190,1014,0.248543689,0.127757668,-0.527393281,135.7894737
"This investigation session focused on arms dealing, fraud, and international crime. The user searched for people and events related to the Middle East, with Dubai being the most common country returned to. The session lasted for an hour and 23 minutes, with most documents receiving less than 1 minute of attention. The user came across many characters, but it is hard to determine who was followed most diligently. Mikhail Dombrovski and Saleh Ahmed were most frequently inspected. The user ran 45 searches, less than average for this sensemaking task. The investigation covered a wide range of topics, including the delivery of textbooks, arms dealing, fraud, and international crime. The user found intercepted phone calls and emails discussing transactions, wire transfers, and the purchase of farming equipment. The investigation also revealed information about the capture of the MV Tanya by Somali pirates, the busting of a network of terrorists belonging to the banned militant outfit Lashkar-e-Jhangvi, and the acquittal of individuals charged with illegal possession and smuggling of arms and ammunition. The investigation was thorough and covered a lot of ground, but it is unclear if any actionable intelligence was gained.",manager,manual_example,3,additional,190,1014,0.210023866,0.114602752,-0.271081954,101.0526316
